1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
-0.183416667,-0.147083333,-0.175666667,-0.184583333,-0.167833333,-0.149833333,-0.184666667,-0.163833333,-0.118416667,-0.137583333,-0.1755,-0.166416667,-0.10975,-0.1105,-0.118083333,-0.103583333,-0.152166667,-0.098833333,-0.07025,-0.0555,-0.063833333,-0.08225,-0.013090909,-0.007083333,-0.045583333,-0.000416667,0.066083333,0.023666667,0.021333333,0.086083333,0.034625569,0.043197171,0.051686409,0.060093284,0.068417796,0.076659944,0.084819729,0.09289715,0.100892208,0.108804902,0.116635233,0.1243832,0.132048804,0.139632044,0.147132921,0.154551434,0.161887584,0.169141371,0.176312794,0.183401853,0.190408549,0.197332882,0.204174851,0.210934456,0.217611699,0.224206577,0.230719092,0.237149244,0.243497032,0.249762457,0.255945519,0.262046216,0.268064551,0.274000522,0.279854129,0.285625373,0.291314253,0.29692077,0.302444924,0.307886714,0.31324614,0.318523204,0.323717903,0.328830239,0.333860212,0.338807821,0.343673067,0.348455949,0.353156468,0.357774623,0.362310415,0.366763843,0.371134908,0.37542361,0.379629948,0.383753922,0.387795533,0.391754781,0.395631665,0.399426185,0.403138342,0.406768136,0.410315566,0.413780633,0.417163336,0.420463676,0.423681652,0.426817265,0.429870514,0.4328414,0.435729922,0.438536081,0.441259876,0.443901308,0.446460377,0.448937082,0.451331423,0.453643401,0.455873016,0.458020267,0.460085155
-0.183416667,-0.147083333,-0.175666667,-0.184583333,-0.167833333,-0.149833333,-0.184666667,-0.163833333,-0.118416667,-0.137583333,-0.1755,-0.166416667,-0.10975,-0.1105,-0.118083333,-0.103583333,-0.152166667,-0.098833333,-0.07025,-0.0555,-0.063833333,-0.08225,-0.013090909,-0.007083333,-0.045583333,-0.000416667,0.066083333,0.023666667,0.021333333,0.086083333,0.034231793,0.042497035,0.050767327,0.05904267,0.067323065,0.07560851,0.083899007,0.092194555,0.100495154,0.108800804,0.117111505,0.125427257,0.13374806,0.142073914,0.15040482,0.158740776,0.167081784,0.175427842,0.183778952,0.192135113,0.200496325,0.208862588,0.217233902,0.225610267,0.233991683,0.24237815,0.250769669,0.259166238,0.267567859,0.27597453,0.284386253,0.292803027,0.301224852,0.309651728,0.318083655,0.326520633,0.334962662,0.343409743,0.351861874,0.360319057,0.36878129,0.377248575,0.385720911,0.394198297,0.402680735,0.411168224,0.419660764,0.428158356,0.436660998,0.445168691,0.453681436,0.462199231,0.470722078,0.479249975,0.487782924,0.496320924,0.504863975,0.513412077,0.52196523,0.530523434,0.53908669,0.547654996,0.556228353,0.564806762,0.573390222,0.581978732,0.590572294,0.599170907,0.607774571,0.616383286,0.624997052,0.633615869,0.642239738,0.650868657,0.659502628,0.668141649,0.676785722,0.685434845,0.69408902,0.702748246,0.711412523
-0.183416667,-0.147083333,-0.175666667,-0.184583333,-0.167833333,-0.149833333,-0.184666667,-0.163833333,-0.118416667,-0.137583333,-0.1755,-0.166416667,-0.10975,-0.1105,-0.118083333,-0.103583333,-0.152166667,-0.098833333,-0.07025,-0.0555,-0.063833333,-0.08225,-0.013090909,-0.007083333,-0.045583333,-0.000416667,0.066083333,0.023666667,0.021333333,0.086083333,0.044497295,0.063238133,0.082184066,0.10132504,0.120651003,0.140151903,0.159817688,0.179638304,0.199603699,0.219703821,0.239928618,0.260268036,0.280712023,0.301250527,0.321873496,0.342570876,0.363332616,0.384148663,0.405008964,0.425903466,0.446822119,0.467754868,0.488691661,0.509622447,0.530537172,0.551425783,0.57227823,0.593084458,0.613834416,0.63451805,0.655125309,0.675646141,0.696070491,0.716388309,0.736589541,0.756664136,0.77660204,0.796393201,0.816027566,0.835495084,0.854785702,0.873889366,0.892796025,0.911495626,0.929978117,0.948233445,0.966251558,0.984022403,1.001535928,1.01878208,1.035750807,1.052432056,1.068815774,1.08489191,1.100650411,1.116081224,1.131174297,1.145919577,1.160307012,1.174326549,1.187968136,1.201221721,1.21407725,1.226524672,1.238553934,1.250154983,1.261317767,1.272032233,1.28228833,1.292076004,1.301385202,1.310205874,1.318527965,1.326341424,1.333636198,1.340402234,1.34662948,1.352307884,1.357427393,1.361977955,1.365949516
